車站種類,車站狀態,車站編號,車站名稱,所在縣市,行政區,轉乘狀態,轉乘捷運,轉乘台鐵,轉乘高鐵,車站位置,lat,lng
tp_mrt,1,R21,台北捷運奇岩站,台北市,北投區,N,0,0,0,台北市北投區三合街2段489號,25.12547,121.50114
tp_mrt,1,R22,台北捷運北投站,台北市,北投區,N,0,0,0,台北市北投區光明路1號,25.131819,121.498648
tp_mrt,1,R22A,台北捷運新北投站,台北市,北投區,N,0,0,0,台北市北投區大業路700號,25.136931,121.502595
tp_mrt,1,R23,台北捷運復興崗站,台北市,北投區,N,0,0,0,台北市北投區中央北路3段53巷10號,25.137497,121.485456
tp_mrt,1,R24,台北捷運忠義站,台北市,北投區,N,0,0,0,台北市北投區中央北路4段301號,25.13092300000001,121.473298
tp_mrt,1,R25,台北捷運關渡站,台北市,北投區,N,0,0,0,台北市北投區大度路3段296巷51號,25.12551,121.467
tp_mrt,1,R26,台北捷運竹圍站,新北市,淡水區,N,0,0,0,新北市淡水區民權路50號,25.1369,121.45955
tp_mrt,1,R27,台北捷運紅樹林站,新北市,淡水區,M,1,0,0,新北市淡水區中正東路2段68號,25.15399,121.4588
tp_mrt,1,R28,台北捷運淡水站,新北市,淡水區,N,0,0,0,新北市淡水區中正路1號,25.167745,121.445805
tp_lr,1,V01,台北捷運紅樹林站,新北市,淡水區,M,1,0,0,新北市淡水區淡海輕軌紅樹林站,25.155397,121.45897
tp_lr,1,V02,台北捷運竿蓁林站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌竿蓁林站,25.161769,121.456405
tp_lr,1,V03,台北捷運淡金鄧公站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡金鄧公站,25.16926,121.46083
tp_lr,1,V04,台北捷運淡江大學站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡江大學站,25.1756661,121.4567703
tp_lr,1,V05,台北捷運淡金北新站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡金北新站,25.181535,121.451393
tp_lr,1,V06,台北捷運新市一路站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌新市一路站,25.183637,121.44845
tp_lr,1,V07,台北捷運淡水行政中心站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡水行政中心站,25.189163,121.443382
tp_lr,1,V08,台北捷運濱海義山站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌濱海義山站,25.1895972,121.4374418
tp_lr,1,V09,台北捷運濱海沙崙站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌濱海沙崙站,25.190641,121.431571
tp_lr,1,V10,台北捷運淡海新市鎮站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡海新市鎮站,25.195699,121.432487
tp_lr,1,V11,台北捷運崁頂站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌崁頂站,25.200904,121.434623
tp_lr,1,V26,台北捷運淡水魚人碼頭站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌淡水漁人碼頭站,25.182015,121.418627
tp_lr,1,V27,台北捷運沙崙站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌濱海沙崙站,25.190518,121.43138
tp_lr,1,V28,台北捷運台北海洋大學站,新北市,淡水區,N,0,0,0,新北市淡水區淡海輕軌台北海洋大學站,25.191141,121.426376
tp_mrt,0,Y01,台北捷運動物園站,台北市,文山區,M,1,0,0,台北市文山區新光路二段32號動物園站,24.9983675014901,121.579496896385
tp_mrt,0,Y02,台北捷運政大站,台北市,文山區,N,0,0,0,台北市文山區莊敬外舍(4~8),24.987918184503695,121.577303265765
tp_mrt,0,Y03,台北捷運文山區公所站,台北市,文山區,N,0,0,0,台北市文山區木柵路三段242號,24.9906476549866,121.570910041481
tp_mrt,0,Y04,台北捷運馬明潭站,台北市,文山區,N,0,0,0,台北市文山區木柵路二段107號,24.9888706822498,121.56174060296999
tp_mrt,0,Y05,台北捷運溝子口站,台北市,文山區,N,0,0,0,台北市文山區106縣道88號,24.987575114605498,121.550597029513
tp_mrt,0,Y06,台北捷運寶斗厝站,新北市,新店區,N,0,0,0,新北市新店區寶橋路235巷125號,24.983955294752693,121.549933361371
tp_mrt,1,Y07,台北捷運大坪林站,新北市,新店區,M,1,0,0,新北市新店區北新路3段190號,24.98272,121.54134
tp_mrt,1,Y08,台北捷運十四張站,新北市,新店區,N,0,0,0,新北市新店區民權路282號,24.984333,121.527698
tp_mrt,1,Y09,台北捷運秀朗橋站,新北市,中和區,N,0,0,0,新北市中和區景平路2號,24.990549,121.525051
tp_mrt,1,Y10,台北捷運景平站,新北市,中和區,N,0,0,0,新北市中和區景平路121號,24.991968,121.516553
tp_mrt,1,Y11,台北捷運景安站,新北市,中和區,M,1,0,0,新北市中和區景平路486號,24.99392000000001,121.505114
tp_mrt,1,Y12,台北捷運中和站,新北市,中和區,M,1,0,0,新北市中和區中山路二段271號,25.001981,121.496052
tp_mrt,1,Y13,台北捷運橋和站,新北市,中和區,N,0,0,0,新北市中和區板南路430號,25.004413,121.490461
tp_mrt,1,Y14,台北捷運中原站,新北市,中和區,N,0,0,0,新北市中和區板南路510號,25.00841,121.484159
tp_mrt,1,Y15,台北捷運板新站,新北市,板橋區,N,0,0,0,新北市板橋區板新路109號,25.014491,121.472212
tp_mrt,1,Y16,台北捷運板橋站,新北市,板橋區,MTH,1,1,1,新北市板橋區新站路66號,25.015156,121.464825
tp_mrt,1,Y17,台北捷運新埔民生站,新北市,板橋區,M,1,0,0,新北市板橋區民生路3段70號,25.026125,121.466839
tp_mrt,1,Y18,台北捷運頭前庄站,新北市,新莊區,M,1,0,0,新北市新莊區思源路18號,25.039862,121.460479
tp_mrt,1,Y19,台北捷運幸福站,新北市,新莊區,N,0,0,0,新北市新莊區思源路292號,25.050282,121.460216
tp_mrt,1,Y20,台北捷運新北產業園區站,新北市,新莊區,M,1,0,0,新北市新莊區五工路35號,25.061548,121.459926
tp_mrt,0,Y21,台北輕軌工商展覽中心站,新北市,五股區,N,0,0,0,新北市五股區五工路126號,25.0676091921148,121.45305143774999
tp_mrt,0,Y22,台北輕軌更寮站,新北市,五股區,N,0,0,0,新北市五股區中興路二段37巷19號,25.0749597515318,121.461142846103
tp_mrt,0,Y23,台北輕軌中路站,新北市,蘆洲區,N,0,0,0,新北市蘆洲區中山一路387號,25.0774971473547,121.469741190346
tp_mrt,0,Y24,台北輕軌徐匯中學站,新北市,蘆洲區,M,1,0,0,新北市蘆洲區中山一路2號,25.080344054355105,121.480600123937
tp_mrt,0,Y25,台北輕軌分子尾站,新北市,三重區,N,0,0,0,新北市三重區集賢路186-12號,25.089143443637198,121.485944716453
tp_mrt,0,Y26,台北輕軌五華國小站,新北市,三重區,N,0,0,0,新北市三重區103甲縣道60號,25.087914668808605,121.493132187109
tp_mrt,0,Y27,台北輕軌社子站,台北市,士林區,N,0,0,0,台北市士林區中正路580號,25.0873775758283,121.510484835513
tp_mrt,0,Y28,台北輕軌士林區公所站,台北市,士林區,N,0,0,0,台北市士林區士林區行政中心(中正),25.0932002175277,121.51988431208099
tp_mrt,0,Y29,台北輕軌士林站,台北市,士林區,M,1,0,0,台北市士林區中正路249號,25.0951294562362,121.52543209609301
tp_mrt,0,Y30,台北輕軌雨農站,台北市,士林區,N,0,0,0,台北市士林區士林官邸(中正),25.096642447817697,121.531600240812
tp_mrt,0,Y31,台北輕軌故宮博物院站,台北市,士林區,N,0,0,0,台北市士林區至善路二段133-1號,25.0987572267797,121.54738221525801
tp_mrt,0,Y32,台北輕軌劍南路站,台北市,中山區,M,1,0,0,台北市中山區劍南路站,25.0848716422685,121.55570799086
ty_mrt,1,A1,桃園捷運台北車站,台北市,中正區,MTH,3,1,1,台北車站西側,25.048738,121.514221
ty_mrt,1,A2,桃園捷運三重站,新北市,三重區,M,1,0,0,新北市三重區環河路與捷運路交口,25.0545947,121.482874
ty_mrt,1,A3,桃園捷運新北產業園區站,新北市,新莊區,M,1,0,0,新北市新莊區中山路與五工路交口,25.0616403,121.4590065
ty_mrt,1,A4,桃園捷運新莊副都心站,新北市,新莊區,N,0,0,0,台一線中山路北側新五路與五工六路間,25.059247600000006,121.44631909999998
ty_mrt,1,A5,桃園捷運泰山站,新北市,泰山區,N,0,0,0,新北市泰山區中山路與泰林路交口,25.053272600000003,121.4395294
ty_mrt,1,A6,桃園捷運泰山貴和站,新北市,泰山區,N,0,0,0,新北市泰山區中山路與貴陽街交口,25.033503,121.4223097
ty_mrt,1,A7,桃園捷運體育大學站,桃園市,龜山區,N,0,0,0,桃園市龜山區文化一路與青山路交口北側,25.041246,121.385434
ty_mrt,1,A8,桃園捷運長庚醫院站,桃園市,龜山區,N,0,0,0,桃園市龜山區文化一路與復興一路交口,25.0600805,121.3709244
ty_mrt,1,A9,桃園捷運林口站,新北市,林口區,N,0,0,0,新北市林口區文化三路與八德路交口,25.0658742,121.3614006
ty_mrt,1,A10,桃園捷運山鼻站,桃園市,蘆竹區,M,1,0,0,桃園市蘆竹區南山路山鼻橋南側,25.0807591,121.2848289
ty_mrt,1,A11,桃園捷運坑口站,桃園市,蘆竹區,M,1,0,0,桃園市蘆竹區坑口村附近,25.086516,121.2664488
ty_mrt,1,A12,桃園捷運機場第一航廈站,桃園市,大園區,N,0,0,0,台灣桃園國際機場第一航廈航站南路下方,25.081746,121.2391751
ty_mrt,1,A13,桃園捷運機場第二航廈站,桃園市,大園區,N,0,0,0,台灣桃園國際機場第二航廈下方,25.077070000000006,121.231885
ty_mrt,1,A14,桃園捷運機場第三航廈站,桃園市,大園區,N,0,0,0,台灣桃園國際機場第三航廈西側,25.077070000000006,121.231885
ty_mrt,1,A14a,桃園捷運機場旅館站,桃園市,大園區,N,0,0,0,台灣桃園國際機場過境旅館附近,25.0692598,121.220939
ty_mrt,1,A15,桃園捷運大園站,桃園市,大園區,N,0,0,0,國道2號高速公路大園交流道附近,25.0559699,121.2104954
ty_mrt,1,A16,桃園捷運橫山站,桃園市,大園區,M,1,0,0,桃園市大園區橫山社區自強橋附近,25.0366078,121.2157284
ty_mrt,1,A17,桃園捷運領航站,桃園市,大園區,N,0,0,0,高鐵桃園車站特定區東北側,25.0241743,121.2211115
ty_mrt,1,A18,桃園捷運高鐵桃園站,桃園市,中壢區,H,0,0,1,高鐵桃園車站北側,25.013762,121.21416200000002
ty_mrt,1,A19,桃園捷運桃園體育園區站,桃園市,中壢區,N,0,0,0,高鐵桃園車站特定區西南側,25.001996,121.203495
ty_mrt,1,A20,桃園捷運興南站,桃園市,中壢區,N,0,0,0,桃園市中壢區中豐北路下興南附近,24.980184,121.216266
ty_mrt,1,A21,桃園捷運環北站,桃園市,中壢區,M,1,0,0,桃園市中壢區中豐路與環北路交口,24.967197,121.22113
ty_mrt,0,A22,桃園捷運老街溪站,桃園市,中壢區,N,0,0,0,桃園市中壢區中央西路與中豐路口永興公園,24.958899,121.219432
ty_mrt,0,A23,桃園捷運中壢車站,桃園市,中壢區,MT,0,1,0,台鐵中壢站後站之健行路下方,24.95262,121.226163
ty_mrt,0,G01,桃園捷運八德站,桃園市,八德區,N,0,0,0,八德區擴大都市計畫區建德路與興豐路口附近,24.9293133,121.2811205
ty_mrt,0,G02,桃園捷運建國路站,桃園市,八德區,N,0,0,0,八德區六號生活圈道路與建國路路口 附近,24.9370209,121.2886789
ty_mrt,0,G03,桃園捷運麻園站,桃園市,八德區,N,0,0,0,八德區介壽路二段麻園地區,24.9430077,121.297207
ty_mrt,0,G04,桃園捷運大湳站,桃園市,八德區,M,1,0,0,八德區介壽路一段與和平路路口附近,24.9564427,121.2988097
ty_mrt,0,G05,桃園捷運忠勇西街站,桃園市,八德區,N,0,0,0,八德區介壽路一段與忠勇西街路口附近,24.968838,121.3012425
ty_mrt,0,G06,桃園捷運陽明公園站,桃園市,桃園區,N,0,0,0,桃園區介壽路一段與介新街路口附近,24.9808029,121.3061656
ty_mrt,0,G07,桃園捷運桃園車站站,桃園市,桃園區,MT,1,1,0,桃園區延平路桃園火車站,24.9890186,121.3135939
ty_mrt,0,G08,桃園捷運永和市場站,桃園市,桃園區,N,0,0,0,桃園區中正路永和市場前,24.9970076,121.3098362
ty_mrt,0,G09,桃園捷運民光路站,桃園市,桃園區,N,0,0,0,桃園區中正路與民光路路口附近,25.0035443,121.3051451
ty_mrt,0,G10,桃園捷運大興西路站,桃園市,桃園區,M,1,0,0,桃園區中正路與大興西路路口附近,25.0123436,121.3003224
ty_mrt,0,G11,桃園捷運展演中心站,桃園市,桃園區,N,0,0,0,桃園區中正路與南平路口附近,25.0187409,121.2972888
ty_mrt,0,G12,桃園捷運南崁轉運站站,桃園市,桃園區,N,0,0,0,桃園區中正路與同安街交叉口附近路外農業區用地下方,25.0284778,121.2927681
ty_mrt,0,G13,桃園捷運南竹站,桃園市,蘆竹區,N,0,0,0,蘆竹區中正北路與南竹路路口附近,25.0390027,121.2826762
ty_mrt,0,G13a,桃園捷運蘆竹工業區站,桃園市,蘆竹區,N,0,0,0,中正北路與蘆竹街交叉口附近,25.0498455,121.2758392
ty_mrt,0,G14,桃園捷運長興站,桃園市,蘆竹區,N,0,0,0,蘆竹區南崁路二段與長興路交叉口,25.0629954,121.2659955
ty_mrt,0,G15,桃園捷運航空城一站,桃園市,大園區,N,0,0,0,大園區航空城計畫航空產業區新闢道路,25.060765,121.2490332
ty_mrt,0,G16,桃園捷運航空城二站,桃園市,大園區,N,0,0,0,大園區航空城計畫航空產業區新闢道路-東側,25.0514005,121.2371564
ty_mrt,0,G17,桃園捷運航空城三站,桃園市,大園區,N,0,0,0,大園區航空城計畫航空產業區新闢道路-西側,25.0437899,121.2274736
ty_mrt,0,G18,桃園捷運橫山站,桃園市,大園區,M,1,0,0,大園區機場聯外捷運(藍線)A16橫山站附近,25.0361222,121.2155564
ty_mrt,0,G31,桃園捷運菓林站,桃園市,大園區,N,0,0,0,大園區三民路二段與坑菓路口附近,25.0778543,121.2596548
ty_mrt,0,G32,桃園捷運坑口站,桃園市,蘆竹區,M,1,0,0,蘆竹區坑口村機場聯外捷運(藍線)A11坑口站附近,25.086386,121.2665373
ty_mrt,0,GE01,桃園捷運霄裡站,桃園市,八德區,N,0,0,0,八德區「建德路至崁頂路」新闢道路(原生活圈六號道路),24.9299834,121.268669
ty_mrt,0,GE02,桃園捷運士校站,桃園市,中壢區,N,0,0,0,中壢區中山東路四段(慈安三村附近),24.9347786,121.2589359
ty_mrt,0,GE03,桃園捷運富台國小站,桃園市,中壢區,N,0,0,0,中壢區中山東路三段(富台國小附近),24.9415456,121.2508034
ty_mrt,0,GE04,桃園捷運榮民服務處站,桃園市,中壢區,N,0,0,0,中壢區中山東路二段上與中壢家樂福附近,24.9469925,121.2458039
ty_mrt,0,GE05,桃園捷運中壢體育園區站,桃園市,中壢區,M,1,0,0,中壢區環中東路、福州路附近(中壢體育園區),24.948108800000004,121.2351314
ty_mrt,0,GA1,桃園捷運埔頂新光站,桃園市,大溪區,N,0,0,0,無資料,24.9166999,121.2814056
ty_mrt,0,GA2,桃園捷運仁善國小站,桃園市,大溪區,N,0,0,0,無資料,24.9090908,121.279291
ty_mrt,0,GA3,桃園捷運埔頂轉運站站,桃園市,大溪區,N,0,0,0,無資料,24.897025600000006,121.2789506
ty_mrt,0,BRH01,桃園捷運桃園火車站站,桃園市,桃園區,MT,1,1,0,位於桃園區桃園火車站,24.989131,121.3134384
ty_mrt,0,BRH02,桃園捷運桃園巨蛋站,桃園市,桃園區,N,0,0,0,龜山區萬壽路二段縣立體育場附近,24.9919705,121.3226223
ty_mrt,0,BRH03,桃園捷運大同路口站,桃園市,龜山區,N,0,0,0,龜山區萬壽路二段與大同路路口附近,24.994878,121.3367146
ty_mrt,0,BRH04,桃園捷運振興路口站,桃園市,龜山區,N,0,0,0,龜山區萬壽路二段與振興路路口附近,25.001884,121.3500184
ty_mrt,0,BRH05,桃園捷運嶺頂站,桃園市,龜山區,N,0,0,0,龜山區東萬壽路與寶石街路口附近,25.0008047,121.3657093
ty_mrt,0,BRH06,桃園捷運大棟橋站,桃園市,龜山區,N,0,0,0,龜山區東萬壽路與大棟橋路口附近,25.0101535,121.3893985
ty_mrt,0,BRH07,桃園捷運龍華街口站,桃園市,龜山區,N,0,0,0,龜山區萬壽路一段與龍華街路口附近,25.0173871,121.4029598
ty_mrt,0,BRH08,桃園捷運迴龍站站,新北市,新莊區,M,2,0,0,新莊市中正路新莊機廠前,25.0218787,121.4117146
ty_mrt,0,O01,桃園捷運山子頂站,桃園市,平鎮區,N,0,0,0,平鎮區中豐路山頂段、湧光路路口附近,24.895176,121.2112999
ty_mrt,0,O02,桃園捷運南勢站,桃園市,平鎮區,N,0,0,0,平鎮區中豐路南勢二段、中庸路路口附近,24.9136069,121.2106991
ty_mrt,0,O03,桃園捷運平鎮站,桃園市,平鎮區,T,0,1,0,可與台鐵未來之平鎮站交會轉乘,24.9412918,121.2127751
ty_mrt,0,O04,桃園捷運褒忠祠站,桃園市,平鎮區,N,0,0,0,中壢區環南路、復旦路路口附近,24.9508884,121.206665
ty_mrt,0,O05,桃園捷運中壢高中站,桃園市,中壢區,N,0,0,0,中壢區環西路、志廣路路口附近,24.9598304,121.2070869
ty_mrt,0,O06,桃園捷運環北站,桃園市,中壢區,M,1,0,0,可與機場捷運A21環北站交會轉乘,24.9664794,121.2206458
ty_mrt,0,O07,桃園捷運新街站,桃園市,中壢區,N,0,0,0,中壢區中華路、延平路口附近,24.9636502,121.23387340000002
ty_mrt,0,O08,桃園捷運忠福站,桃園市,中壢區,N,0,0,0,中壢區中園路、南園路口北側,24.9736097,121.2360191
ty_mrt,0,O09,桃園捷運文化站,桃園市,中壢區,N,0,0,0,中壢區松江南路、安東路路口附近,24.9808455,121.2455463
ty_mrt,0,O10,桃園捷運龍山站,桃園市,蘆竹區,N,0,0,0,桃園區文中路一段,24.9908425,121.26507279999998
ty_mrt,0,O11,桃園捷運龍安站,桃園市,桃園區,N,0,0,0,桃園區「擬定北二高內環線南桃園交流道附近地區定區計畫」,24.9929429,121.274128
ty_mrt,0,O12,桃園捷運中福站,桃園市,桃園區,N,0,0,0,桃園區「擬定北二高內環線南桃園交流道附近地區定區計畫」,24.9960157,121.2879467
ty_mrt,0,O13,桃園捷運埔子站,桃園市,桃園區,N,0,0,0,桃園區大興西路、永安路口西側60公尺計畫園道,25.0071394,121.2923241
ty_mrt,0,O14,桃園捷運大興西路站,桃園市,桃園區,M,1,0,0,可與桃園捷運綠線G10站交會轉乘,25.0123898,121.30028490000002
ty_mrt,0,O15,桃園捷運大檜溪站,桃園市,桃園區,M,1,0,0,可與桃林鐵路未來設置之車站交會轉乘,25.0160065,121.3133526
