Station_Type,Activated,Station_ID,Station_Name,County,District,T_Status,Num_Mrt,Num_Train,Num_Thsr,Station_Address,lat,lng
TpMrt,1,O03,永安市場站,新北市,中和區,N,1,0,0,新北市中和區中和路388號,25.002895000000002,121.511225
TpMrt,1,O04,頂溪站,新北市,永和區,N,1,0,0,新北市永和區永和路2段168號,25.013858,121.51546200000001
TpMrt,1,O07_BL14,忠孝新生站,台北市,大安區,M,2,0,0,台北市大安區新生南路1段67號,25.042498000000002,121.53321000000001
TpMrt,1,O09,行天宮站,台北市,中山區,N,1,0,0,台北市中山區松江路316號,25.05924,121.53315
TpMrt,1,O10,中山國小站,台北市,中山區,N,1,0,0,台北市中山區民權東路1段71號,25.062665,121.52660900000001
TpMrt,1,O12,大橋頭站,台北市,大同區,N,1,0,0,台北市大同區民權西路223號,25.06322,121.513003
TpMrt,1,O13,台北橋站,新北市,三重區,N,1,0,0,新北市三重區重新路1段108號,25.063075,121.500575
TpMrt,1,O14,菜寮站,新北市,三重區,N,1,0,0,新北市三重區重新路3段150號,25.059451,121.491421
TpMrt_TyMrt,1,O15_A2,三重站,新北市,三重區,M,2,0,0,新北市三重區捷運路36號,25.05571,121.48422
TpMrt,1,O16,先嗇宮站,新北市,三重區,N,1,0,0,新北市三重區重新路5段515號,25.04632,121.47165
TpMrt,1,O17_Y18,頭前庄站,新北市,新莊區,M,2,0,0,新北市新莊區思源路18號,25.039862,121.460479
TpMrt,1,O18,新莊站,新北市,新莊區,N,1,0,0,新北市新莊區中正路138號,25.03608,121.45218
TpMrt,1,O19,輔大站,新北市,新莊區,N,1,0,0,新北市新莊區中正路510之1號,25.03279,121.43573500000001
TpMrt,1,O20,丹鳳站,新北市,新莊區,N,1,0,0,新北市新莊區中正路624之1號,25.029073,121.422422
TpMrt,1,O21,迴龍站,新北市,新莊區,N,1,0,0,新北市新莊區中正路758號,25.022107000000002,121.41175700000001
TpMrt,1,O50,三重國小站,新北市,三重區,N,1,0,0,新北市三重區三和路3段5號,25.070275,121.49701
TpMrt,1,O51,三和國中站,新北市,三重區,N,1,0,0,新北市三重區三和路4段107號,25.07646,121.486795
TpMrt,1,O52,徐匯中學站,新北市,蘆洲區,N,1,0,0,新北市蘆洲區中山一路3號,25.080485,121.479945
TpMrt,1,O53,三民高中站,新北市,蘆洲區,N,1,0,0,新北市蘆洲區三民路105號,25.085425,121.47336499999999
TpMrt,1,O54,蘆洲站,新北市,蘆洲區,N,1,0,0,新北市蘆洲區三民路386號,25.091520000000003,121.46471000000001
TpMrt,1,R02,象山站,台北市,信義區,N,1,0,0,台北市信義區信義路5段152號,25.032395,121.57011599999998
TpMrt,1,R03,台北101/世貿站,台北市,信義區,N,1,0,0,台北市信義區信義路5段20號,25.032865,121.563667
TpMrt,1,R04,信義安和站,台北市,大安區,N,1,0,0,台北市大安區信義路4段212之1號,25.033015,121.55232600000001
TpMrt,1,R05_BR09,大安站,台北市,大安區,M,2,0,0,台北市大安區信義路3段180號,25.033310999999998,121.54236999999999
TpMrt,1,R06,大安森林公園站,台北市,大安區,N,1,0,0,台北市大安區信義路3段100號,25.033225,121.536151
TpMrt,1,R07_O06,東門站,台北市,大安區,M,2,0,0,台北市大安區信義路2段166號,25.033894,121.52876599999999
TpMrt,1,R08_G10,中正紀念堂站,台北市,中正區,M,2,0,0,台北市中正區羅斯福路1段8之1號,25.032767,121.518273
TpMrt,1,R09,台大醫院站,台北市,中正區,N,1,0,0,台北市中正區公園路52號,25.041399,121.51602
TpMrt_TyMrt_Train_Thsr,1,R10_BL12_A1_1000_Taipei,台北車站,台北市,中正區,MTH,3,1,1,台北市中正區忠孝西路1段49號,25.047701999999997,121.5173735
TpMrt,1,R11_G14,中山站,台北市,大同區,M,2,0,0,台北市大同區南京西路16號,25.052621,121.52036399999999
TpMrt,1,R12,雙連站,台北市,大同區,N,1,0,0,台北市大同區民生西路47號,25.057575,121.52068500000001
TpMrt,1,R13_O11,民權西路站,台北市,大同區,M,2,0,0,台北市大同區民權西路72號,25.06235,121.519585
TpMrt,1,R14,圓山站,台北市,大同區,N,1,0,0,台北市大同區酒泉街9之1號,25.071409,121.520074
TpMrt,1,R15,劍潭站,台北市,士林區,N,1,0,0,台北市士林區中山北路5段65號,25.084201,121.524955
TpMrt,1,R16,士林站,台北市,士林區,N,1,0,0,台北市士林區福德路1號,25.093492,121.52623
TpMrt,1,R17,芝山站,台北市,士林區,N,1,0,0,台北市士林區福國路70號,25.102718,121.52254599999999
TpMrt,1,R18,明德站,台北市,北投區,N,1,0,0,台北市北投區明德路95號,25.109815,121.51878500000001
TpMrt,1,R19,石牌站,台北市,北投區,N,1,0,0,台北市北投區石牌路1段200號,25.114455,121.51557199999999
TpMrt,1,R20,唭哩岸站,台北市,北投區,N,1,0,0,台北市北投區東華街2段301號,25.120852,121.506234
TpMrt,1,R21,奇岩站,台北市,北投區,N,1,0,0,台北市北投區三合街2段489號,25.12547,121.50113999999999
TpMrt,1,R22,北投站,台北市,北投區,N,1,0,0,台北市北投區光明路1號,25.131819,121.498648
TpMrt,1,R22A,新北投站,台北市,北投區,N,1,0,0,台北市北投區大業路700號,25.136931,121.502595
TpMrt,1,R23,復興崗站,台北市,北投區,N,1,0,0,台北市北投區中央北路3段53巷10號,25.137497,121.485456
TpMrt,1,R24,忠義站,台北市,北投區,N,1,0,0,台北市北投區中央北路4段301號,25.130923000000003,121.473298
TpMrt,1,R25,關渡站,台北市,北投區,N,1,0,0,台北市北投區大度路3段296巷51號,25.125510000000002,121.46700000000001
TpMrt,1,R26,竹圍站,新北市,淡水區,N,1,0,0,新北市淡水區民權路50號,25.1369,121.45955
TpMrt_TpLr,1,R27_V01,紅樹林站,新北市,淡水區,N,2,0,0,新北市淡水區中正東路2段68號,25.15399,121.4588
TpMrt,1,R28,淡水站,新北市,淡水區,N,1,0,0,新北市淡水區中正路1號,25.167745,121.44580500000001
TpLr,1,V02,竿蓁林站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌竿蓁林站,25.161769,121.456405
TpLr,1,V03,淡金鄧公站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡金鄧公站,25.16926,121.46083
TpLr,1,V04,淡江大學站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡江大學站,25.1756661,121.4567703
TpLr,1,V05,淡金北新站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡金北新站,25.181535,121.451393
TpLr,1,V06,新市一路站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌新市一路站,25.183637,121.44845
TpLr,1,V07,淡水行政中心站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡水行政中心站,25.189163,121.443382
TpLr,1,V08,濱海義山站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌濱海義山站,25.189597199999998,121.4374418
TpLr,1,V09,濱海沙崙站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌濱海沙崙站,25.190641,121.43157099999999
TpLr,1,V10,淡海新市鎮站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡海新市鎮站,25.195698999999998,121.43248700000001
TpLr,1,V11,崁頂站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌崁頂站,25.200904,121.434623
TpLr,1,V26,淡水魚人碼頭站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌淡水漁人碼頭站,25.182015,121.418627
TpLr,1,V27,沙崙站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌濱海沙崙站,25.190518,121.43138
TpLr,1,V28,台北海洋大學站,新北市,淡水區,N,1,0,0,新北市淡水區淡海輕軌台北海洋大學站,25.191141000000002,121.426376
TpMrt,0,Y01_BR01,動物園站(規劃中),台北市,文山區,M,2,0,0,台北市文山區新光路二段32號動物園站,24.998205,121.57950100000001
TpMrt,0,Y02,政大站(規劃中),台北市,文山區,N,1,0,0,台北市文山區莊敬外舍(4~8),24.987918184503698,121.577303265765
TpMrt,0,Y03,文山區公所站(規劃中),台北市,文山區,N,1,0,0,台北市文山區木柵路三段242號,24.9906476549866,121.570910041481
TpMrt,0,Y04,馬明潭站(規劃中),台北市,文山區,N,1,0,0,台北市文山區木柵路二段107號,24.9888706822498,121.56174060296999
TpMrt,0,Y05,溝子口站(規劃中),台北市,文山區,N,1,0,0,台北市文山區106縣道88號,24.987575114605498,121.550597029513
TpMrt,0,Y06,寶斗厝站(規劃中),新北市,新店區,N,1,0,0,新北市新店區寶橋路235巷125號,24.983955294752697,121.549933361371
TpMrt,1,Y08,十四張站,新北市,新店區,N,1,0,0,新北市新店區民權路282號,24.984333,121.527698
TpMrt,1,Y09,秀朗橋站,新北市,中和區,N,1,0,0,新北市中和區景平路2號,24.990548999999998,121.525051
TpMrt,1,Y10,景平站,新北市,中和區,N,1,0,0,新北市中和區景平路121號,24.991968,121.516553
TpMrt,1,Y12,中和站,新北市,中和區,N,1,0,0,新北市中和區中山路二段271號,25.001981,121.496052
TpMrt,1,Y13,橋和站,新北市,中和區,N,1,0,0,新北市中和區板南路430號,25.004413,121.49046100000001
TpMrt,1,Y14,中原站,新北市,中和區,N,1,0,0,新北市中和區板南路510號,25.00841,121.484159
TpMrt,1,Y15,板新站,新北市,板橋區,N,1,0,0,新北市板橋區板新路109號,25.014491,121.47221200000001
TpMrt,1,Y17,新埔民生站,新北市,板橋區,N,1,0,0,新北市板橋區民生路3段70號,25.026125,121.466839
TpMrt,1,Y19,幸福站,新北市,新莊區,N,1,0,0,新北市新莊區思源路292號,25.050282,121.46021599999999
TpMrt_TyMrt,1,Y20_A3,新北產業園區站,新北市,新莊區,M,2,0,0,新北市新莊區五工路35號,25.061548000000002,121.459926
TpMrt,0,Y21,工商展覽中心站(規劃中),新北市,五股區,N,1,0,0,新北市五股區五工路126號,25.0676091921148,121.45305143774999
TpMrt,0,Y22,更寮站(規劃中),新北市,五股區,N,1,0,0,新北市五股區中興路二段37巷19號,25.0749597515318,121.461142846103
TpMrt,0,Y23,中路站(規劃中),新北市,蘆洲區,N,1,0,0,新北市蘆洲區中山一路387號,25.0774971473547,121.469741190346
TpMrt,0,Y24_O52,徐匯中學站(規劃中),新北市,蘆洲區,M,2,0,0,新北市蘆洲區中山一路2號,25.080485,121.479945
TpMrt,0,Y25,分子尾站(規劃中),新北市,三重區,N,1,0,0,新北市三重區集賢路186-12號,25.089143443637198,121.485944716453
TpMrt,0,Y26,五華國小站(規劃中),新北市,三重區,N,1,0,0,新北市三重區103甲縣道60號,25.087914668808605,121.493132187109
TpMrt,0,Y27,社子站(規劃中),台北市,士林區,N,1,0,0,台北市士林區中正路580號,25.0873775758283,121.510484835513
TpMrt,0,Y28,士林區公所站(規劃中),台北市,士林區,N,1,0,0,台北市士林區士林區行政中心(中正),25.0932002175277,121.51988431208099
TpMrt,0,Y29_R16,士林站(規劃中),台北市,士林區,M,2,0,0,台北市士林區中正路249號,25.093492,121.52623
TpMrt,0,Y30,雨農站(規劃中),台北市,士林區,N,1,0,0,台北市士林區士林官邸(中正),25.096642447817697,121.531600240812
TpMrt,0,Y31,故宮博物院站(規劃中),台北市,士林區,N,1,0,0,台北市士林區至善路二段133-1號,25.0987572267797,121.54738221525801
TpMrt,0,Y32_BR15,劍南路站(規劃中),台北市,中山區,M,2,0,0,台北市中山區劍南路站,25.08483,121.555582
TyMrt,1,A4,新莊副都心站,新北市,新莊區,N,1,0,0,台一線中山路北側新五路與五工六路間,25.059247600000003,121.44631909999998
TyMrt,1,A5,泰山站,新北市,泰山區,N,1,0,0,新北市泰山區中山路與泰林路交口,25.053272600000003,121.4395294
TyMrt,1,A6,泰山貴和站,新北市,泰山區,N,1,0,0,新北市泰山區中山路與貴陽街交口,25.033503,121.42230970000001
