,Name,Address,lng,lat,Type
326,INs Cafe 癮俬咖啡,108台灣台北市萬華區貴陽街二段10號,121.5067051,25.0392515,"['cafe', 'food', 'point_of_interest', 'establishment']"
327,伯朗咖啡館 延平店,100台灣台北市中正區延平南路127號1樓,121.5086329,25.0385281,"['cafe', 'food', 'point_of_interest', 'establishment']"
328,ooo cafe 圓滾滾,251台灣新北市淡水區民權一街17巷16號,121.4593109,25.1364708,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
329,Once Again Cafe(再來咖啡）,231台灣新北市新店區北新路三段105巷11-1號,121.540577,24.982021,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
330,M One Cafe,106台灣台北市大安區仁愛路四段27巷6-1號,121.5451199,25.0388665,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
331,Laymoon cafe 咖啡｜義大利麵｜甜點｜場地租借｜外燴｜餐會,104台灣台北市中山區錦西街25號,121.5208354,25.0604267,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
332,Root Cafe 根音咖啡店,"號 1 樓, No. 460大業路北投區台北市台灣 112",121.49631,25.131871,"['cafe', 'food', 'point_of_interest', 'establishment']"
333,VOEZ Café 蘭空咖啡,"1F, No, No. 45東興路信義區台北市台灣 110",121.5664609,25.0478842,"['cafe', 'food', 'point_of_interest', 'establishment']"
334,Soloist! Cafe,"號 1 樓, No. 23和平東路三段228巷大安區台北市台灣 106",121.5541277,25.0213888,"['cafe', 'food', 'point_of_interest', 'establishment']"
335,cama café 中和景安店,235台灣新北市中和區景安路214號,121.5038257,24.9907047,"['food', 'point_of_interest', 'store', 'establishment']"
336,稼咖啡Jia Cafe Co-working space,220台灣新北市板橋區民族路129巷10號,121.467696,25.008357,"['cafe', 'food', 'point_of_interest', 'establishment']"
337,SOL Cafe Ximen,108台灣台北市萬華區西寧南路181號,121.5060628,25.0419129,"['bar', 'point_of_interest', 'establishment']"
338,勺子咖啡店 spoon cafe,105台灣台北市松山區民生東路四段97巷4弄2-1號,121.552152,25.058784,"['cafe', 'food', 'point_of_interest', 'establishment']"
339,Laurel Café 月桂咖啡,320台灣桃園市中壢區中華路一段294號,121.2573859,24.9728021,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
340,圖漾咖啡 2YUM CAFE’,330台灣桃園市桃園區同德六街221號,121.2949184,25.0144753,"['cafe', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
341,爐鍋咖啡 Luguo Cafe小藝埕artyard,103台灣台北市大同區迪化街一段32巷1號2F,121.5099167,25.054643,"['cafe', 'food', 'point_of_interest', 'establishment']"
342,Hello Cafe,11085台灣台北市信義區松德路153號1樓,121.5749987,25.0365639,"['cafe', 'food', 'point_of_interest', 'establishment']"
343,YA cafe,326台灣桃園市楊梅區大華街37號,121.1447596,24.9074634,"['cafe', 'food', 'point_of_interest', 'establishment']"
344,璞豆咖啡.日常,106台灣台北市大安區溫州街66號,121.532886,25.0202554,"['cafe', 'food', 'point_of_interest', 'establishment']"
345,MOUNTAIN FUSION,114台灣台北市內湖區內湖路一段312號,121.5691502,25.0809523,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
346,Caelus cafe bistro.凱樂事咖啡餐酒館,237台灣新北市三峽區國際二街,121.3731795,24.9433497,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
347,晶心咖啡館,110台灣台北市信義區嘉興街313號,121.554617,25.023066,"['cafe', 'food', 'point_of_interest', 'establishment']"
348,85度C咖啡蛋糕飲料關渡知行店,112台灣台北市北投區知行路299號,121.4671994,25.1220973,"['cafe', 'food', 'point_of_interest', 'establishment']"
349,Listen Café,116台灣台北市文山區興隆路一段160號,121.542182,25.0016158,"['cafe', 'food', 'point_of_interest', 'establishment']"
350,CITY CAFE,100台灣台北市中正區,121.5312509,25.040233,"['cafe', 'food', 'point_of_interest', 'establishment']"
351,ViVi Cafe'咖啡豆專賣店,238台灣新北市樹林區中興街21號,121.4206282,24.9903116,"['cafe', 'food', 'point_of_interest', 'establishment']"
352,尖蚪,100台灣台北市中正區汀州路三段230巷57號,121.5318885,25.0104672,"['cafe', 'food', 'point_of_interest', 'establishment']"
353,COFFEE DPT,106台灣台北市大安區忠孝東路四段77巷40號No,121.5471474,25.0434043,"['cafe', 'food', 'point_of_interest', 'establishment']"
354,cama café 松山饒河店,105台灣台北市松山區八德路四段668號,121.5761309,25.0499033,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
355,蘋果肉桂 Café & Bistro,110台灣台北市信義區松山路540巷3弄4號,121.5776433,25.0373993,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
356,美有計劃Cafe,20047台灣基隆市仁愛區愛三路98巷15號2,121.743696,25.129094,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
357,時差 Jetlag,10491台灣台北市中山區中原街13號,121.5289264,25.055783,"['cafe', 'food', 'point_of_interest', 'establishment']"
358,TankQ Cafe & Bar 松江南京店,10491台灣台北市中山區松江路90巷3-2號,121.5320032,25.0506579,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
359,LOUISA COFFEE 路易莎咖啡 (民生光復店),105台灣台北市松山區民生東路五段3號,121.555542,25.058428,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
360,moffee café 默啡咖啡館,235台灣新北市中和區中山路三段86號,121.4777975,25.0058292,"['cafe', 'food', 'point_of_interest', 'establishment']"
361,路易莎咖啡Louisa Coffee青埔明日店,320台灣桃園市中壢區領航南路一段73號,121.2043301,25.0010563,"['cafe', 'food', 'point_of_interest', 'establishment']"
362,Louisa Coffee 路易．莎咖啡(八德廣豐門市),334台灣桃園市八德區大智路102號1樓,121.296514,24.9648627,"['cafe', 'food', 'point_of_interest', 'establishment']"
363,85度C 咖啡蛋糕 三重自強店,241台灣新北市三重區大智街49號,121.4928046,25.0677339,"['cafe', 'food', 'point_of_interest', 'establishment']"
364,無框咖啡,234台灣新北市永和區永和路一段65巷2號,121.5128315,25.0072357,"['cafe', 'food', 'point_of_interest', 'establishment']"
365,羅丹薩咖啡中正店,231台灣新北市新店區中正路28號,121.5452578,24.9697396,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
366,又上全食,10491台灣台北市中山區建國北路一段67巷21號,121.5379337,25.0509792,"['cafe', 'food', 'point_of_interest', 'establishment']"
367,85度C咖啡蛋糕飲料(木柵木新店),116台灣台北市文山區木新路二段220號,121.5673145,24.9836316,"['cafe', 'food', 'point_of_interest', 'establishment']"
368,HTC Café One,"No. 88, Zhongxing Rd,, 新店區新北市台灣 231",121.5459268,24.9789349,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
369,伯朗咖啡館 中山一店,10491台灣台北市中山區中山北路一段106之1號,121.5212248,25.0495193,"['cafe', 'food', 'point_of_interest', 'establishment']"
370,王大閎書軒 DH Café,104台灣台北市中山區中山北路三段153號,121.5241022,25.0709551,"['book_store', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
371,Modism Café 摩德年代 士林店,111台灣台北市士林區中正路235巷29號,121.5262273,25.0945299,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
372,貳樓餐廳Second Floor Cafe西湖店,114台灣台北市內湖區內湖路一段300號,121.568723,25.081926,"['restaurant', 'food', 'point_of_interest', 'establishment']"
373,LOUISA COFFEE 路易莎咖啡 (台大店),106台灣台北市大安區新生南路三段100號,121.5329209,25.0168369,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
374,淡水紅樓咖啡餐館,251台灣新北市淡水區三民街2巷6號3樓,121.4394007,25.171134,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
375,OH！SUGAR,237台灣新北市三峽區大觀路29號,121.3751935,24.9444199,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
376,Fika Fika Cafe A13,110台灣台北市信義區松仁路58號B3,121.5676666,25.0368521,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
377,85度C 海山店,338台灣桃園市蘆竹區海山路2號,121.2863277,25.0856287,"['cafe', 'food', 'point_of_interest', 'establishment']"
378,The Aroma,108台灣台北市萬華區漢中街205號,121.506566,25.04081,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
379,開機咖啡 Rolling Café,108台灣台北市萬華區武昌街二段38號2F,121.5073375,25.0445898,"['restaurant', 'food', 'point_of_interest', 'establishment']"
380,café Coabana (古巴娜咖啡),105台灣台北市松山區民生東路五段36巷8弄46號1樓,121.5593345,25.0570882,"['cafe', 'food', 'point_of_interest', 'establishment']"
381,85度C 咖啡蛋糕台北泰山店,243台灣新北市泰山區明志路三段165號,121.4246703,25.039471,"['cafe', 'food', 'point_of_interest', 'establishment']"
382,Louisa Coffee 路易．莎咖啡(桃園莊敬店),330台灣桃園市桃園區莊敬路二段47號,121.2935146,25.0225225,"['cafe', 'food', 'point_of_interest', 'establishment']"
383,Oyami Cafe,108台灣台北市萬華區武昌街二段50巷15號,121.5070203,25.0443082,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
384,Louisa Coffee 路易．莎咖啡(東湖店),114台灣台北市內湖區東湖路33巷8號,121.6134579,25.0692875,"['cafe', 'food', 'point_of_interest', 'establishment']"
385,Wakey cafe醒目鮮烘咖啡,220台灣新北市板橋區自由路51巷24弄3號,121.4643935,25.023165,"['cafe', 'food', 'point_of_interest', 'establishment']"
386,雪球咖啡(復興店),106台灣台北市大安區復興南路二段331號,121.54357,25.023771,"['cafe', 'food', 'point_of_interest', 'establishment']"
387,黛安娜咖啡館,231台灣新北市新店區百忍街27號,121.5338542,24.9756784,"['cafe', 'food', 'point_of_interest', 'establishment']"
388,G log 咖啡館,106台灣台北市大安區仁愛路三段31巷16號,121.5347408,25.0397653,"['cafe', 'food', 'point_of_interest', 'establishment']"
389,喘口氣咖啡,105台灣台北市松山區八德路三段199巷1弄20號,121.5569662,25.0489742,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
390,Xs cafe|一間小店,231台灣新北市新店區北新路二段196巷7號,121.5432364,24.9764774,"['food', 'point_of_interest', 'store', 'establishment']"
391,POLAR CAFE 西門旗艦店-人氣推薦必吃 輕食早午餐 咖啡甜點蛋糕下午茶,10846台灣台北市萬華區漢中街116號9樓,121.5074402,25.0427576,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
392,啡蒔 Verse Cafe by Minorcode,330台灣桃園市桃園區同德十一街45號,121.2971567,25.0208719,"['cafe', 'food', 'point_of_interest', 'establishment']"
393,idol& Cafe,106台灣台北市大安區和平東路二段118巷52弄16號,121.5421989,25.0222823,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
394,cama café 新店七張店,231台灣新北市新店區北新路二段218號,121.543041,24.977052,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
395,威爾貝克手烘咖啡店 吳興店,110台灣台北市信義區吳興街52號,121.560212,25.030913,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
396,Sisi cafe,10491台灣台北市中山區新生北路三段12號,121.5273916,25.063316,"['cafe', 'food', 'point_of_interest', 'establishment']"
397,夏洛特咖啡,106台灣台北市大安區復興南路一段107巷5弄5號,121.5444121,25.0440233,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
398,學校咖啡館 Ecole Cafe,106台灣台北市大安區青田街1巷6號,121.532172,25.028912,"['cafe', 'food', 'point_of_interest', 'establishment']"
399,85度c咖啡蛋糕麵包店-萬華廣州店,108台灣台北市萬華區廣州街150號,121.500546,25.0365511,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']"
400,85度C咖啡蛋糕飲料(台北同德店),115台灣台北市南港區同德路26號,121.5840058,25.0450638,"['cafe', 'food', 'point_of_interest', 'establishment']"
401,沛瀠咖啡館,320台灣桃園市中壢區長沙路6號,121.2285754,24.9482923,"['cafe', 'food', 'point_of_interest', 'establishment']"
402,85度C咖啡蛋糕 新莊昌平店,242台灣新北市新莊區昌平街57號,121.4546909,25.0530327,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
403,85度C 文山興隆店,116台灣台北市文山區興隆路四段68之6號,121.5615485,24.9845386,"['cafe', 'food', 'point_of_interest', 'establishment']"
404,貳樓餐廳 Second Floor Cafe 公館店,100台灣台北市中正區羅斯福路三段316巷9弄7號,121.5315781,25.0157413,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
405,CAMPUS CAFE 內湖店,114台灣台北市內湖區基湖路3巷9號,121.5662337,25.0811115,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
406,85度C咖啡蛋糕中壢中山東店-麵包伴手禮,320台灣桃園市中壢區中山東路三段48號,121.2474808,24.9454217,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']"
407,CAFE!N 硬咖啡 吳興店,11041台灣台北市信義區吳興街8巷2號,121.5592461,25.0315483,"['cafe', 'food', 'point_of_interest', 'establishment']"
408,D Town Cafe,106台灣台北市大安區忠孝東路四段49巷2號2樓,121.545384,25.0421848,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']"
409,85度C,324台灣桃園市平鎮區中豐路山頂段210號,121.2107289,24.8991785,"['cafe', 'food', 'point_of_interest', 'establishment']"
410,MR.BROWN伯朗咖啡館,330台灣桃園市桃園區中山路38號,121.3120393,24.995281,"['cafe', 'food', 'point_of_interest', 'establishment']"
411,光初日和 Hikari Café,220台灣新北市板桥区光正街18巷1號1樓,121.4625802,25.0173192,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
412,85度C咖啡蛋糕飲料(七堵明德店),206台灣基隆市七堵區明德一路214號,121.7124862,25.0971726,"['cafe', 'food', 'point_of_interest', 'establishment']"
413,阿不思咖啡館,238台灣新北市樹林區學成路505號,121.3789963,24.946479,"['cafe', 'food', 'point_of_interest', 'establishment']"
414,ACME Breakfast CLUB,108台灣台北市萬華區成都路27巷10號3樓,121.5067727,25.0431964,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
415,nu cafe,110台灣台北市信義區忠孝東路四段557號1樓,121.563446,25.041619,"['cafe', 'food', 'point_of_interest', 'establishment']"
416,CAFFE' TiN庭,"189 號 3 樓, 春德路中壢區桃園市台灣 337",121.212581,25.0141447,"['restaurant', 'food', 'point_of_interest', 'establishment']"
417,山狗大咖啡館,106台灣台北市大安區仁愛路四段345巷4弄14號,121.5533199,25.0388389,"['cafe', 'food', 'point_of_interest', 'establishment']"
418,精靈咖啡館,231台灣新北市新店區中正路154巷12號,121.5419511,24.9721679,"['cafe', 'food', 'point_of_interest', 'establishment']"
419,白胖咖啡館,100台灣台北市中正區南昌路一段36號1樓,121.5165868,25.0318898,"['cafe', 'food', 'point_of_interest', 'establishment']"
420,魚腦袋咖啡 un cafe s'il vous plait,20042台灣基隆市仁愛區孝二路91號,121.740484,25.130433,"['cafe', 'food', 'point_of_interest', 'establishment']"
421,Louisa Coffee 路易．莎咖啡(桃園大興門市),330台灣桃園市桃園區大興西路一段179-1號,121.3044739,25.0140032,"['cafe', 'food', 'point_of_interest', 'establishment']"
422,紅樓House Cafe 1910,320台灣桃園市中壢區正大街32號,121.2050229,24.9586023,"['restaurant', 'food', 'point_of_interest', 'establishment']"
423,Metro Cafe,100台灣台北市中正區重慶南路一段70號,121.513102,25.043608,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
424,Louisa Coffee 路易莎咖啡,320台灣桃園市中壢區延平路536號,121.2229297,24.9559599,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
425,cama café 基隆仁二店,200台灣基隆市仁愛區仁二路220號1樓,121.7440081,25.1293663,"['food', 'point_of_interest', 'store', 'establishment']"
426,彼得好咖啡（南門店）Peter Better Cafe,100台灣台北市中正區羅斯福路一段24號,121.5188652,25.0315913,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
427,YOLO'S Cafe 頂溪店,234台灣新北市永和區中興街82號,121.5183054,25.0120378,"['cafe', 'food', 'point_of_interest', 'establishment']"
428,丹堤咖啡 捷運新埔店,220台灣新北市板橋區民生路二段237號,121.468395,25.0215299,"['cafe', 'food', 'point_of_interest', 'establishment']"
429,N.Y.Bagels Cafe,103台灣台北市大同區承德路一段1號,121.5182177,25.0489515,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
430,CITY CAFE,324台灣桃園市平鎮區環南路186巷,121.2064943,24.952648,"['cafe', 'food', 'point_of_interest', 'establishment']"
431,Louisa Coffee,10041台灣台北市中正区忠孝西路一段38號B1-B櫃,121.5164191,25.0462974,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
432,Louisa Coffee Dapinglin Store,231台灣新北市新店區北新路三段43號,121.5418237,24.9803518,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
433,cama café 中壢九和店,320台灣桃園市中壢區九和二街9號,121.2233903,24.9631909,"['food', 'point_of_interest', 'store', 'establishment']"
434,花神咖啡私廚＆安平阿財溫體牛肉 de Flora Restaurant & Cafe 師大店,10645台灣台北市大安區師大路92巷6號,121.528092,25.022487,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
435,CAMPUS CAFE 南京店,105台灣台北市松山區光復北路11巷99號,121.5624172,25.0504398,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']"
436,Sugar Pea Cafe,106台灣台北市大安區仁愛路四段300巷20弄16號1樓,121.5535804,25.0361174,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
437,Barista Coffee,110台灣台北市信義區忠孝東路五段524巷No. 85,121.5793342,25.0414668,"['cafe', 'food', 'point_of_interest', 'establishment']"
438,85度C咖啡蛋糕飲料麵包(桃園大有店),330台灣桃園市桃園區大有路493號,121.3180757,25.0132027,"['cafe', 'food', 'point_of_interest', 'establishment']"
439,One Plus One Cafe 1+1咖啡早午餐,104台灣台北市中山區遼寧街199巷33號1樓,121.5434147,25.05393,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
440,FARGLORY CAFE,235台灣新北市中和區中原街,121.4846024,25.0124774,"['cafe', 'food', 'point_of_interest', 'establishment']"
441,Plant B cafe-bar-nail 植比咖啡,326台灣桃園市楊梅區成德一街,121.1475513,24.9148794,"['food', 'point_of_interest', 'store', 'establishment']"
442,Oneway CAFE玩味咖啡,106台灣台北市大安區和平東路二段118巷38-1號,121.5427824,25.0231064,"['cafe', 'food', 'point_of_interest', 'establishment']"
443,Bar 88 - Must Visit Cafe at Taipei 101,"88F., No. 7, Sec. 5, Xinyi Rd., Xinyi Dist, 信義區台北市台灣 110",121.5644722,25.0339639,"['cafe', 'food', 'point_of_interest', 'establishment']"
444,茶軒咖啡館,"1 No. 253號, 大同路二段汐止區新北市台灣 221",121.6535667,25.0655614,"['cafe', 'food', 'point_of_interest', 'establishment']"
445,Tiamo Cafe 堤亞摩咖啡生活館 復興北門市,10491台灣台北市中山區復興北路342號,121.5439559,25.0597991,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
446,85度C咖啡蛋糕飲料麵包(中壢中原店),320台灣桃園市中壢區中山東路一段299號,121.235593,24.9555465,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
447,Kokorolia 心物語 Maid Café,10042台灣台北市中正區延平南路80號,121.510119,25.0446855,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
448,Glorious Jewel Cake Shop,"No, No. 57樂群三路中山區台北市台灣 10491",121.5529587,25.0828271,"['cafe', 'food', 'point_of_interest', 'establishment']"
449,樂米咖啡Lovmee cafe,247台灣新北市蘆洲區長樂路146號,121.4623656,25.0904533,"['cafe', 'food', 'point_of_interest', 'establishment']"
450,6號咖啡館,330台灣桃園市桃園區同德六街154號,121.2974231,25.0157546,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
451,沐樂咖啡 新生店,100台灣台北市中正區臨沂街13巷7號,121.5310859,25.0423518,"['cafe', 'food', 'point_of_interest', 'establishment']"
452,可諾咖啡館,100台灣台北市中正區開封街一段3號,121.5144436,25.046066,"['cafe', 'food', 'point_of_interest', 'establishment']"
453,Tuk-Tuk Thai Café 圖圖咖啡館,320台灣桃園市中壢區九和五街32號,121.223977,24.9643476,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']"
454,G12地中海精品咖啡館,251台灣新北市淡水區中正路63號,121.4414428,25.1692002,"['cafe', 'food', 'point_of_interest', 'establishment']"
455,Little Green Cafe & Health Studio,10491台灣台北市中山區玉門街1號,121.522062,25.0700051,"['cafe', 'food', 'point_of_interest', 'establishment']"
456,在山野對話,114台灣台北市內湖區港墘路127巷16弄10號,121.57729,25.0780766,"['cafe', 'food', 'point_of_interest', 'establishment']"
457,伯朗咖啡館 徐匯廣場店,247台灣新北市蘆洲區中山一路8號3樓,121.4804555,25.0804786,"['cafe', 'food', 'point_of_interest', 'establishment']"
458,L & B cafe,100台灣台北市中正區仁愛路一段1號台大醫學院圖書館一樓,121.5199444,25.0400476,"['restaurant', 'food', 'point_of_interest', 'establishment']"
459,Lotty Café,104台灣台北市中山區農安街53號,121.526946,25.064996,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
460,Miss Strega Cafe & bar 義大利女巫咖啡酒吧/下午茶/華山美食/台北餐酒館/台北酒吧,100台灣台北市中正區新生南路一段54巷12號,121.5322054,25.0412079,"['bar', 'cafe', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
461,Sole Cafe,110台灣台北市信義區菸廠路88號松 菸 誠 品 ２ 樓 ExPO,121.5614467,25.0445662,"['cafe', 'food', 'point_of_interest', 'establishment']"
462,星夜咖啡Starry night café,103台灣台北市大同區南京西路87-1號2樓,121.5183518,25.0533438,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']"
463,Rock Cafe 磐石咖啡館,251台灣新北市淡水區英專路69號2樓,121.4456726,25.1712934,"['cafe', 'food', 'point_of_interest', 'establishment']"
464,比鄰Billion Cafe,330台灣桃園市桃園區南豐街244 號,121.3051151,24.9820932,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
465,摩利咖啡館(板橋亞東店),220台灣板橋區四川路二段51號,121.4538751,24.9950999,"['cafe', 'food', 'point_of_interest', 'establishment']"
466,85度C 85度C咖啡蛋糕飲料(樹林金門店),220台灣新北市板橋區溪北路172號,121.430945,24.9878599,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
467,1925 caf'e,220台灣新北市板橋區松江街74號,121.4687279,25.0277976,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
468,再再之在 Cafe Here Again 咖啡豆專賣店,320台灣桃園市中壢區新生路二段36號,121.2229662,24.9770869,"['food', 'point_of_interest', 'store', 'establishment']"
469,Ten Ten Cafe 天天珍品咖啡館,338台灣桃園市蘆竹區忠孝西路175巷37號,121.289864,25.039699,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
470,ZOo Café 入咖啡,220台灣新北市板橋區東門街20號,121.4578325,25.0087432,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
471,LIN CAFE 木木珈琲,247台灣新北市蘆洲區信義路216號,121.479091,25.08509,"['cafe', 'food', 'point_of_interest', 'establishment']"
472,3C Cafe,234台灣新北市永和區安樂路144巷17號,121.5147187,25.0001373,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
473,童心未泯咖啡館 Childish Cafe,103台灣台北市大同區南京西路239巷33號,121.509192,25.053764,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
474,HTC cafe,100台灣台北市中正區八德路一段33號,121.531486,25.0441479,"['cafe', 'food', 'point_of_interest', 'establishment']"
475,Vagabond Cafe 流浪觀點,111台灣台北市士林區福壽街13號,121.5255487,25.096056,"['cafe', 'food', 'point_of_interest', 'establishment']"
476,江夏cafe,110台灣台北市信義區莊敬路214號2F,121.561614,25.030138,"['cafe', 'food', 'point_of_interest', 'establishment']"
477,Vis cafe 圓山店,10367台灣台北市大同區酒泉街34-3號,121.5189026,25.0705659,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
478,D.G. Café,103台灣台北市大同區迪化街一段334號,121.5091667,25.0622222,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']"
479,Louisa Coffee 路易．莎咖啡(新北園區店),242台灣新北市新莊區五權一路36號,121.457563,25.065466,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
480,無聊咖啡 AMBI- CAFE,106台灣台北市大安區敦化南路一段187巷37號B1,121.551227,25.042658,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
481,cama café 天母蘭雅店,111台灣台北市士林區中山北路六段126號,121.5250383,25.1058696,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
482,BreakFirst CAFE/Studio,10491台灣台北市中山區1樓 No. 15號北安路573巷,121.5476613,25.0814737,"['cafe', 'food', 'point_of_interest', 'establishment']"
483,chill chill café,112台灣台北市北投區大興街52號,121.5003349,25.1304082,"['restaurant', 'food', 'point_of_interest', 'establishment']"
484,Antee Cafe 安緹手沖咖啡館,251台灣新北市淡水區學府路61號,121.4480973,25.1696164,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
485,ARTCO DE CAFE典藏咖啡館,10491台灣台北市中山區長安東路一段8-1號,121.5226039,25.0495077,"['cafe', 'food', 'point_of_interest', 'establishment']"
486,禾品咖啡 (Hoping Cafe),108台灣台北市萬華區西園路二段No. 230號,121.4951884,25.0283886,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
487,85度C咖啡蛋糕飲料烘培(汐止建成店),221台灣新北市汐止區建成路37巷1號,121.663785,25.0728036,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']"
488,Believer理髮咖啡,108台灣台北市萬華區武昌街二段83-9號,121.5051289,25.0456908,"['hair_care', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']"
489,豆肯莊園精品咖啡 TUCÁN Café (都凱國際有限公司),220台灣新北市板橋區民族路139號,121.467714,25.007908,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
490,Mövenpick Café -莫凡彼誠品站前店,100台灣台北市中正區忠孝西路一段47號B1,121.5174712,25.0466241,"['cafe', 'food', 'point_of_interest', 'establishment']"
491,85度C咖啡蛋糕飲料(中壢龍崗店),320台灣桃園市中壢區龍東路257號,121.2541667,24.9308333,"['cafe', 'food', 'point_of_interest', 'establishment']"
492,旅人咖啡,106台灣台北市大安區敦化南路一段236巷40號,121.546315,25.040475,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
493,cama café 板橋議會店,220台灣新北市板橋區莊敬路66號,121.4717617,25.0253215,"['food', 'point_of_interest', 'store', 'establishment']"
494,光點珈琲時光 華山店,100台灣台北市中正區八德路一段1號,121.5290119,25.0451832,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
495,明日咖啡 MOT CAFÉ,"1樓1樓, No. 178號1樓市民大道三段大安區台北市台灣 106",121.5373455,25.0442421,"['cafe', 'food', 'point_of_interest', 'establishment']"
496,Fans Cafe,10491台灣台北市中山區天祥路70號 號B1,121.5208887,25.0623639,"['cafe', 'food', 'point_of_interest', 'establishment']"
497,C.Shop西點小舖(三重自強店),24147台灣新北市三重區自強路一段256號,121.4924746,25.0673845,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
498,85度C咖啡蛋糕飲料(淡水中山店),251台灣新北市淡水區中山北路一段149巷15號,121.4428286,25.1775949,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
